doc_id,gold,raw_text,pure_found_rating_token,pure_rating_gen_step,pure_rating_probs_json,pure_first_probs_json,digit_plus_found_rating_token,digit_plus_rating_gen_step,digit_plus_rating_probs_json,digit_plus_first_probs_json,digit_word_found_rating_token,digit_word_rating_gen_step,digit_word_rating_probs_json,digit_word_first_probs_json
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,5.0,"Based on the evaluation criteria, I would rate the summary a 5 out of 5 for consistency. The summary accurately captures the main facts and details from the source article, including Falcao's loan move to Manchester United, his struggles to score goals, and Dirar's opinion that Falcao might be regretting his decision. The summary does not contain any factual errors or hallucinated facts that are not supported by the article. The language used is also consistent with the tone and style of the original article.",1,13,"{""1"": 4.0996982875185495e-07, ""2"": 2.08199867302028e-06, ""3"": 8.060641994234174e-05, ""4"": 0.14803488552570343, ""5"": 0.8518819808959961}","{""1"": 0.6203034520149231, ""2"": 0.01917574740946293, ""3"": 0.013704287819564342, ""4"": 0.3268769681453705, ""5"": 0.019939621910452843}",1,13,"{""1"": 4.0996982875185495e-07, ""2"": 2.08199867302028e-06, ""3"": 8.060641994234174e-05, ""4"": 0.14803488552570343, ""5"": 0.8518819808959961}","{""1"": 0.6203034520149231, ""2"": 0.01917574740946293, ""3"": 0.013704287819564342, ""4"": 0.3268769681453705, ""5"": 0.019939621910452843}",1,13,"{""1"": 4.0997059613800957e-07, ""2"": 2.08199867302028e-06, ""3"": 8.060641994234174e-05, ""4"": 0.14803488552570343, ""5"": 0.8518819808959961}","{""1"": 0.6197407841682434, ""2"": 0.01951930671930313, ""3"": 0.013888771645724773, ""4"": 0.3268222212791443, ""5"": 0.020028918981552124}"
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,5.0,"I have read the news article and the summary. I will evaluate the summary based on the consistency metric.

The summary accurately conveys the main points from the article, including Falcao's loan move to Manchester United, his struggles to hit his previous form, and the fact that United will have to pay £46million to make the loan permanent. However, the summary does not mention Falcao's unhappiness in France, Dirar's opinion that Falcao would have been better off staying at Monaco, or the fact that Falcao was not feeling well at Monaco.

I would rate the consistency of the summary as 3 out of 5",1,123,"{""1"": 4.498938324104529e-06, ""2"": 0.001348794554360211, ""3"": 0.561415433883667, ""4"": 0.43723079562187195, ""5"": 4.4545518562699726e-07}","{""1"": 0.9009058475494385, ""2"": 0.009401796385645866, ""3"": 0.004690730478614569, ""4"": 0.07689671963453293, ""5"": 0.008104854263365269}",1,123,"{""1"": 4.498938324104529e-06, ""2"": 0.001348794554360211, ""3"": 0.561415433883667, ""4"": 0.43723079562187195, ""5"": 4.4545518562699726e-07}","{""1"": 0.9009058475494385, ""2"": 0.009401796385645866, ""3"": 0.004690730478614569, ""4"": 0.07689671963453293, ""5"": 0.008104854263365269}",1,123,"{""1"": 4.498946964304196e-06, ""2"": 0.001348794554360211, ""3"": 0.561415433883667, ""4"": 0.43723079562187195, ""5"": 4.4545518562699726e-07}","{""1"": 0.8988229036331177, ""2"": 0.010117164812982082, ""3"": 0.005075772758573294, ""4"": 0.07765258848667145, ""5"": 0.008331538178026676}"
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,5.0,"Based on the evaluation criteria, I will rate the summary as follows:

Consistency: 4

The summary accurately captures the main points from the article, including Radamel Falcao's failed loan move to Manchester United, his struggles to reach his previous form, and Nabil Dirar's opinion that Falcao must be regretting his decision. The summary does not contain any factual errors that are not supported by the article. However, it does not mention the specific details about Falcao's unhappiness in France and his potential desire to stay at Monaco, which are mentioned in the article. Therefore, I deduct one point for consistency.",1,18,"{""1"": 2.392399665041012e-07, ""2"": 9.859759302344173e-06, ""3"": 0.002910155337303877, ""4"": 0.9287424683570862, ""5"": 0.0683373510837555}","{""1"": 0.8299024105072021, ""2"": 0.01439125370234251, ""3"": 0.008009939454495907, ""4"": 0.13869062066078186, ""5"": 0.009005816653370857}",1,18,"{""1"": 2.392399665041012e-07, ""2"": 9.859759302344173e-06, ""3"": 0.002910155337303877, ""4"": 0.9287424683570862, ""5"": 0.0683373510837555}","{""1"": 0.8299024105072021, ""2"": 0.01439125370234251, ""3"": 0.008009939454495907, ""4"": 0.13869062066078186, ""5"": 0.009005816653370857}",1,18,"{""1"": 2.3924201286718016e-07, ""2"": 9.859759302344173e-06, ""3"": 0.002910155337303877, ""4"": 0.9287424683570862, ""5"": 0.0683373510837555}","{""1"": 0.8284407258033752, ""2"": 0.015077483840286732, ""3"": 0.008352456614375114, ""4"": 0.13900981843471527, ""5"": 0.009119498543441296}"
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,5.0,"Based on the evaluation criteria, I would rate the summary a 4 out of 5 for consistency. The summary accurately conveys the main facts from the article, including Falcao's move to Manchester United on a season-long loan, his unhappiness in France, and the requirement for United to pay £46 million to make the transfer permanent. However, the summary does not mention Falcao's struggles to score goals, his knee injury, or Dirar's opinion that Falcao would have been better off staying at Monaco, which are all important details from the original article.",1,13,"{""1"": 0.00011398314381949604, ""2"": 0.007390313781797886, ""3"": 0.17627499997615814, ""4"": 0.8150873184204102, ""5"": 0.0011333414586260915}","{""1"": 0.6807861328125, ""2"": 0.01758415624499321, ""3"": 0.016390234231948853, ""4"": 0.2750624716281891, ""5"": 0.010176928713917732}",1,13,"{""1"": 0.00011398314381949604, ""2"": 0.007390313781797886, ""3"": 0.17627499997615814, ""4"": 0.8150873184204102, ""5"": 0.0011333414586260915}","{""1"": 0.6807861328125, ""2"": 0.01758415624499321, ""3"": 0.016390234231948853, ""4"": 0.2750624716281891, ""5"": 0.010176928713917732}",1,13,"{""1"": 0.00011398314381949604, ""2"": 0.007390313781797886, ""3"": 0.17627499997615814, ""4"": 0.8150873184204102, ""5"": 0.0011333414586260915}","{""1"": 0.6789721250534058, ""2"": 0.018216995522379875, ""3"": 0.016921281814575195, ""4"": 0.2755663990974426, ""5"": 0.010323184542357922}"
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,5.0,"I will rate the summary based on the evaluation criteria.

Consistency: 4

The summary accurately conveys the main points from the article, including Radamel Falcao's struggles at Manchester United, his loan move, and Nabil Dirar's opinion that Falcao might be regretting his decision. The summary also mentions the fact that Falcao struggled to reach his previous heights due to a serious knee injury. However, the summary does not mention the specific details about Falcao's unhappiness in France and his potential preference to stay at Monaco, which are mentioned in the original article. Overall, the summary is mostly consistent with the article",1,15,"{""1"": 2.232518681921647e-06, ""2"": 0.00011630957305897027, ""3"": 0.014535953290760517, ""4"": 0.9278546571731567, ""5"": 0.05749081075191498}","{""1"": 0.853594958782196, ""2"": 0.010999989695847034, ""3"": 0.006122415419667959, ""4"": 0.11918856203556061, ""5"": 0.010094157420098782}",1,15,"{""1"": 2.232518681921647e-06, ""2"": 0.00011630957305897027, ""3"": 0.014535953290760517, ""4"": 0.9278546571731567, ""5"": 0.05749081075191498}","{""1"": 0.853594958782196, ""2"": 0.010999989695847034, ""3"": 0.006122415419667959, ""4"": 0.11918856203556061, ""5"": 0.010094157420098782}",1,15,"{""1"": 2.232522774647805e-06, ""2"": 0.00011630957305897027, ""3"": 0.014535953290760517, ""4"": 0.9278546571731567, ""5"": 0.05749081075191498}","{""1"": 0.8515570163726807, ""2"": 0.011736019514501095, ""3"": 0.006522560492157936, ""4"": 0.11989258974790573, ""5"": 0.010291819460690022}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,4.333333333333333,"I have read the news article and the summary. I will evaluate the summary based on the consistency metric.

Consistency: 5

The summary accurately conveys the main facts and details from the article, including the location of the robbery, the description of the perpetrator, and the amount stolen. The summary does not contain any factual errors or hallucinated facts that are not supported by the article. The language used in the summary is also consistent with the tone and style of the article. Overall, the summary is factually aligned with the source document, making it a consistent summary.",1,25,"{""1"": 1.254656353921746e-06, ""2"": 1.5165895092650317e-05, ""3"": 0.00036173942498862743, ""4"": 0.2812992036342621, ""5"": 0.7183226943016052}","{""1"": 0.9411131143569946, ""2"": 0.007769363932311535, ""3"": 0.0029953569173812866, ""4"": 0.04070856049656868, ""5"": 0.0074135796166956425}",1,25,"{""1"": 1.254656353921746e-06, ""2"": 1.5165895092650317e-05, ""3"": 0.00036173942498862743, ""4"": 0.2812992036342621, ""5"": 0.7183226943016052}","{""1"": 0.9411131143569946, ""2"": 0.007769363932311535, ""3"": 0.0029953569173812866, ""4"": 0.04070856049656868, ""5"": 0.0074135796166956425}",1,25,"{""1"": 1.2546645393740619e-06, ""2"": 1.5165895092650317e-05, ""3"": 0.00036173942498862743, ""4"": 0.2812992036342621, ""5"": 0.7183226943016052}","{""1"": 0.9384580254554749, ""2"": 0.008839595131576061, ""3"": 0.0033702619839459658, ""4"": 0.04154665395617485, ""5"": 0.007785493973642588}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I've read the news article and the summary. Now, I'll evaluate the consistency of the summary.

The summary accurately reports the main facts from the article, including the location of the robbery, the description of the robber, and the amount stolen. It also mentions that the police are appealing for help to identify the robber and that there were no signs of weapons used.

However, the summary does not mention the specific details about the owner's daughter being involved in the robbery, which is an important detail in the original article. Additionally, the summary does not mention the quote from the owner, Christina Chen, which provides context to the robbery.

",0,,{},"{""1"": 0.9116511344909668, ""2"": 0.01028701476752758, ""3"": 0.004673087038099766, ""4"": 0.0610768161714077, ""5"": 0.012311944738030434}",0,,{},"{""1"": 0.9116511344909668, ""2"": 0.01028701476752758, ""3"": 0.004673087038099766, ""4"": 0.0610768161714077, ""5"": 0.012311944738030434}",0,,{},"{""1"": 0.9090513586997986, ""2"": 0.011193942278623581, ""3"": 0.0050791301764547825, ""4"": 0.06191625818610191, ""5"": 0.0127593157812953}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I have read the news article and the summary. I will evaluate the summary based on the consistency metric.

The summary is mostly consistent with the article. It accurately reports the details of the robbery, including the description of the offender, the items stolen, and the amount stolen. The summary also accurately reports the quote from Christina Chen, the owner of the dairy.

However, the summary does not mention the police's appeal for information or the fact that the police were called to the scene. This information is present in the article, but not in the summary.

Based on the Evaluation Criteria, I would rate the consistency of the summary as 4",1,127,"{""1"": 2.930501352693682e-08, ""2"": 1.941019718287862e-07, ""3"": 0.0017546126618981361, ""4"": 0.9982444047927856, ""5"": 7.382785156551108e-07}","{""1"": 0.9271331429481506, ""2"": 0.011049771681427956, ""3"": 0.004293478559702635, ""4"": 0.04799801856279373, ""5"": 0.009525498375296593}",1,127,"{""1"": 2.930501352693682e-08, ""2"": 1.941019718287862e-07, ""3"": 0.0017546126618981361, ""4"": 0.9982444047927856, ""5"": 7.382785156551108e-07}","{""1"": 0.9271331429481506, ""2"": 0.011049771681427956, ""3"": 0.004293478559702635, ""4"": 0.04799801856279373, ""5"": 0.009525498375296593}",1,127,"{""1"": 2.9307194893135602e-08, ""2"": 1.941019718287862e-07, ""3"": 0.0017546126618981361, ""4"": 0.9982444047927856, ""5"": 7.382785156551108e-07}","{""1"": 0.9236931204795837, ""2"": 0.012562429532408714, ""3"": 0.004792619030922651, ""4"": 0.04894087091088295, ""5"": 0.010010895319283009}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I've read the news article and the summary. Now, I'll evaluate the consistency of the summary.

The summary is mostly consistent with the article. It accurately reports the details of the robbery, including the description of the offender, the items stolen, and the location of the incident. The summary also mentions the time of the incident, which is consistent with the article.

However, the summary does not mention the fact that the robber demanded cash from the dairy owner's daughter, which is an important detail mentioned in the article. This omission reduces the consistency score.

I would rate the consistency of the summary as 4 out of 5.",1,122,"{""1"": 2.0717884297027922e-08, ""2"": 2.146560973415035e-06, ""3"": 0.050330523401498795, ""4"": 0.9496673345565796, ""5"": 2.2401374977221167e-08}","{""1"": 0.9088361859321594, ""2"": 0.012083638459444046, ""3"": 0.004959115292876959, ""4"": 0.061847079545259476, ""5"": 0.012273929081857204}",1,122,"{""1"": 2.0717884297027922e-08, ""2"": 2.146560973415035e-06, ""3"": 0.050330523401498795, ""4"": 0.9496673345565796, ""5"": 2.2401374977221167e-08}","{""1"": 0.9088361859321594, ""2"": 0.012083638459444046, ""3"": 0.004959115292876959, ""4"": 0.061847079545259476, ""5"": 0.012273929081857204}",1,122,"{""1"": 2.0720689164477335e-08, ""2"": 2.146560973415035e-06, ""3"": 0.050330523401498795, ""4"": 0.9496673345565796, ""5"": 2.2401374977221167e-08}","{""1"": 0.9061537981033325, ""2"": 0.01322749350219965, ""3"": 0.005381408613175154, ""4"": 0.06256648153066635, ""5"": 0.01267078798264265}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I have read the news article and the summary. I will evaluate the summary based on the consistency metric.

The summary accurately reports the main facts from the article, including the description of the offender's clothing, the amount of money stolen, and the fact that the police are appealing to the public for help. The summary does not contain any factual errors that are not supported by the article.

I would rate the consistency of the summary as 5 out of 5. The summary is factually aligned with the article and does not contain any hallucinated facts.",1,87,"{""1"": 1.223619534584941e-07, ""2"": 2.3536349758046526e-08, ""3"": 2.51070446211088e-07, ""4"": 0.0022170122247189283, ""5"": 0.9977826476097107}","{""1"": 0.8961348533630371, ""2"": 0.011730043217539787, ""3"": 0.00512447627261281, ""4"": 0.07471761852502823, ""5"": 0.012292980216443539}",1,87,"{""1"": 1.223619534584941e-07, ""2"": 2.3536349758046526e-08, ""3"": 2.51070446211088e-07, ""4"": 0.0022170122247189283, ""5"": 0.9977826476097107}","{""1"": 0.8961348533630371, ""2"": 0.011730043217539787, ""3"": 0.00512447627261281, ""4"": 0.07471761852502823, ""5"": 0.012292980216443539}",1,87,"{""1"": 1.223628913749053e-07, ""2"": 2.3536349758046526e-08, ""3"": 2.51070446211088e-07, ""4"": 0.0022170122247189283, ""5"": 0.9977826476097107}","{""1"": 0.8938096165657043, ""2"": 0.01264051254838705, ""3"": 0.005479120183736086, ""4"": 0.07542658597230911, ""5"": 0.012644152157008648}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I have read the news article and the summary. I will evaluate the summary based on the consistency metric.

The summary accurately reports the main facts from the article, including the location of the robbery, the description of the offender, and the appeal for public help. The summary does not contain any factual errors that are not supported by the article.

I would rate the consistency of the summary as 5 out of 5. The summary accurately reflects the content of the article and does not contain any hallucinated facts.",1,78,"{""1"": 1.5844638312501047e-07, ""2"": 3.792948533032359e-08, ""3"": 2.983385058996646e-07, ""4"": 0.00159784487914294, ""5"": 0.9984017014503479}","{""1"": 0.9375441670417786, ""2"": 0.008908570744097233, ""3"": 0.003801711369305849, ""4"": 0.04055418446660042, ""5"": 0.0091913603246212}",1,78,"{""1"": 1.5844638312501047e-07, ""2"": 3.792948533032359e-08, ""3"": 2.983385058996646e-07, ""4"": 0.00159784487914294, ""5"": 0.9984017014503479}","{""1"": 0.9375441670417786, ""2"": 0.008908570744097233, ""3"": 0.003801711369305849, ""4"": 0.04055418446660042, ""5"": 0.0091913603246212}",1,78,"{""1"": 1.5844774736706313e-07, ""2"": 3.792948533032359e-08, ""3"": 2.983385058996646e-07, ""4"": 0.00159784487914294, ""5"": 0.9984017014503479}","{""1"": 0.9344824552536011, ""2"": 0.010108626447618008, ""3"": 0.004278111271560192, ""4"": 0.04144410043954849, ""5"": 0.009686565026640892}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I have read the news article and the summary. I will evaluate the summary based on the consistency metric.

The summary accurately reports the main facts from the article, including the location of the robbery, the description of the offender, and the amount stolen. The summary does not contain any factual errors that are not supported by the article.

I would rate the consistency of the summary as 5 out of 5. The summary is factually aligned with the article and does not contain any hallucinated facts.",1,76,"{""1"": 2.0185044036225008e-07, ""2"": 2.7317485162825506e-08, ""3"": 2.5317717700090725e-07, ""4"": 0.0016743984306231141, ""5"": 0.9983250498771667}","{""1"": 0.9062255024909973, ""2"": 0.011143437586724758, ""3"": 0.005516401492059231, ""4"": 0.06720352917909622, ""5"": 0.009911177679896355}",1,76,"{""1"": 2.0185044036225008e-07, ""2"": 2.7317485162825506e-08, ""3"": 2.5317717700090725e-07, ""4"": 0.0016743984306231141, ""5"": 0.9983250498771667}","{""1"": 0.9062255024909973, ""2"": 0.011143437586724758, ""3"": 0.005516401492059231, ""4"": 0.06720352917909622, ""5"": 0.009911177679896355}",1,76,"{""1"": 2.0185179039344803e-07, ""2"": 2.7317485162825506e-08, ""3"": 2.5317717700090725e-07, ""4"": 0.0016743984306231141, ""5"": 0.9983250498771667}","{""1"": 0.9040243029594421, ""2"": 0.01206311583518982, ""3"": 0.005915627349168062, ""4"": 0.06781637668609619, ""5"": 0.010180670768022537}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I've read the news article and the summary. Now, I'll evaluate the consistency of the summary.

The summary accurately reports the main facts from the article, including the location of the robbery, the description of the robber, and the amount stolen. The summary does not contain any factual errors that are not supported by the article.

Therefore, I would rate the consistency of the summary as 5 out of 5. The summary is factually aligned with the article, and there are no hallucinated facts present.",1,78,"{""1"": 1.5738061165393447e-07, ""2"": 1.4638676937295259e-08, ""3"": 1.3252775943328743e-07, ""4"": 0.0005357803893275559, ""5"": 0.9994639754295349}","{""1"": 0.8869394659996033, ""2"": 0.011609680019319057, ""3"": 0.00611787149682641, ""4"": 0.08121920377016068, ""5"": 0.014113781973719597}",1,78,"{""1"": 1.5738061165393447e-07, ""2"": 1.4638676937295259e-08, ""3"": 1.3252775943328743e-07, ""4"": 0.0005357803893275559, ""5"": 0.9994639754295349}","{""1"": 0.8869394659996033, ""2"": 0.011609680019319057, ""3"": 0.00611787149682641, ""4"": 0.08121920377016068, ""5"": 0.014113781973719597}",1,78,"{""1"": 1.5738150693778152e-07, ""2"": 1.4638676937295259e-08, ""3"": 1.3252775943328743e-07, ""4"": 0.0005357803893275559, ""5"": 0.9994639754295349}","{""1"": 0.8842756152153015, ""2"": 0.012495581991970539, ""3"": 0.006558993365615606, ""4"": 0.08208627998828888, ""5"": 0.014583633281290531}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I have read the news article and the summary. To evaluate the consistency of the summary, I will follow the steps provided:

1. I have read the news article carefully and identified the main facts and details it presents.

2. I have read the summary and compared it to the article. The summary contains the following facts:

* New Zealand police are appealing to the public to help identify a man who robbed a Christchurch dairy.
* The offender wore a 'distinctive'cartoon mask.

The article also mentions the following additional details:

* The offender was wearing a fluoro orange sweatshirt and oversized mask.
* He made off with the",1,25,"{""1"": 0.9999123811721802, ""2"": 8.75029872986488e-05, ""3"": 6.117895878787749e-08, ""4"": 3.596525033344733e-08, ""5"": 6.549758957419272e-09}","{""1"": 0.9537407755851746, ""2"": 0.007339013274759054, ""3"": 0.0028516333550214767, ""4"": 0.028133314102888107, ""5"": 0.007935365661978722}",1,25,"{""1"": 0.9999123811721802, ""2"": 8.75029872986488e-05, ""3"": 6.117895878787749e-08, ""4"": 3.596525033344733e-08, ""5"": 6.549758957419272e-09}","{""1"": 0.9537407755851746, ""2"": 0.007339013274759054, ""3"": 0.0028516333550214767, ""4"": 0.028133314102888107, ""5"": 0.007935365661978722}",1,25,"{""1"": 0.9999123811721802, ""2"": 8.750449342187494e-05, ""3"": 6.119318385344741e-08, ""4"": 3.597046571712781e-08, ""5"": 6.553720233171134e-09}","{""1"": 0.9471938014030457, ""2"": 0.009907731786370277, ""3"": 0.003773584496229887, ""4"": 0.030027465894818306, ""5"": 0.00909738801419735}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I have read the news article and the summary. I will evaluate the summary based on the consistency metric.

The summary accurately reports the main facts from the article, including the location of the robbery, the description of the offender, and the amount stolen. The summary does not contain any factual errors that are not supported by the article.

I would rate the consistency of the summary as 5 out of 5. The summary is factually aligned with the article and does not contain any hallucinated facts.",1,76,"{""1"": 1.3650929986397387e-07, ""2"": 2.975375323899243e-08, ""3"": 3.3523451747896615e-07, ""4"": 0.0021827153395861387, ""5"": 0.997816801071167}","{""1"": 0.9467452764511108, ""2"": 0.008001208305358887, ""3"": 0.0030132827814668417, ""4"": 0.03448519483208656, ""5"": 0.007755036931484938}",1,76,"{""1"": 1.3650929986397387e-07, ""2"": 2.975375323899243e-08, ""3"": 3.3523451747896615e-07, ""4"": 0.0021827153395861387, ""5"": 0.997816801071167}","{""1"": 0.9467452764511108, ""2"": 0.008001208305358887, ""3"": 0.0030132827814668417, ""4"": 0.03448519483208656, ""5"": 0.007755036931484938}",1,76,"{""1"": 1.3651060726260766e-07, ""2"": 2.975375323899243e-08, ""3"": 3.3523451747896615e-07, ""4"": 0.0021827153395861387, ""5"": 0.997816801071167}","{""1"": 0.9441965222358704, ""2"": 0.009050714783370495, ""3"": 0.0033934356179088354, ""4"": 0.035208553075790405, ""5"": 0.008150769397616386}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I've read the news article and the summary. Now, I'll evaluate the consistency of the summary.

The summary is mostly consistent with the article. It accurately reports the description of the offender, the items stolen, and the date of the robbery. However, the summary only mentions the event happening once, whereas the article mentions it happening twice (at 12:30 pm and on Saturday).

I would rate the consistency of the summary as 4 out of 5. The summary is mostly accurate, but it lacks some details present in the original article.

Evaluation Form:

- Consistency: 4",1,89,"{""1"": 8.744257762316465e-09, ""2"": 4.617598037270909e-08, ""3"": 0.00017674437549430877, ""4"": 0.9998189806938171, ""5"": 4.288574928068556e-06}","{""1"": 0.9467292428016663, ""2"": 0.008651222102344036, ""3"": 0.003441218286752701, ""4"": 0.03394997864961624, ""5"": 0.007228366564959288}",1,89,"{""1"": 8.744257762316465e-09, ""2"": 4.617598037270909e-08, ""3"": 0.00017674437549430877, ""4"": 0.9998189806938171, ""5"": 4.288574928068556e-06}","{""1"": 0.9467292428016663, ""2"": 0.008651222102344036, ""3"": 0.003441218286752701, ""4"": 0.03394997864961624, ""5"": 0.007228366564959288}",1,89,"{""1"": 8.745892898787133e-09, ""2"": 4.617598037270909e-08, ""3"": 0.00017674437549430877, ""4"": 0.9998189806938171, ""5"": 4.288574928068556e-06}","{""1"": 0.943703830242157, ""2"": 0.00998171977698803, ""3"": 0.003914295695722103, ""4"": 0.034759145230054855, ""5"": 0.007640983443707228}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I have read the news article and the summary. I will evaluate the summary based on the consistency metric.

The summary accurately reports the main facts from the article, including the location of the robbery, the description of the offender, and the amount stolen. The summary does not contain any factual errors that are not supported by the article.

I would rate the consistency of the summary as 5 out of 5. The summary is factually aligned with the article and does not contain any hallucinated facts.",1,76,"{""1"": 2.0181725801649009e-07, ""2"": 2.7743109143330003e-08, ""3"": 2.780149941372656e-07, ""4"": 0.001838664524257183, ""5"": 0.9981608986854553}","{""1"": 0.9152399301528931, ""2"": 0.010572421364486217, ""3"": 0.0050332266837358475, ""4"": 0.059896841645240784, ""5"": 0.009257521480321884}",1,76,"{""1"": 2.0181725801649009e-07, ""2"": 2.7743109143330003e-08, ""3"": 2.780149941372656e-07, ""4"": 0.001838664524257183, ""5"": 0.9981608986854553}","{""1"": 0.9152399301528931, ""2"": 0.010572421364486217, ""3"": 0.0050332266837358475, ""4"": 0.059896841645240784, ""5"": 0.009257521480321884}",1,76,"{""1"": 2.0181859383683332e-07, ""2"": 2.7743109143330003e-08, ""3"": 2.780149941372656e-07, ""4"": 0.001838664524257183, ""5"": 0.9981608986854553}","{""1"": 0.9130396842956543, ""2"": 0.011460102163255215, ""3"": 0.00541645148769021, ""4"": 0.06053699180483818, ""5"": 0.009546752087771893}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I've read the news article and the summary. Now, I'll evaluate the consistency of the summary.

The summary accurately reports the main facts from the article, including the location of the robbery, the description of the offender, and the amount stolen. The summary does not contain any factual errors that are not supported by the article.

Therefore, I would rate the consistency of the summary as 5 out of 5. The summary is factually aligned with the article and does not contain any hallucinated facts.",1,78,"{""1"": 1.611521867062038e-07, ""2"": 1.1052555315416157e-08, ""3"": 7.9155292098676e-08, ""4"": 0.00029137000092305243, ""5"": 0.999708354473114}","{""1"": 0.9263936877250671, ""2"": 0.00894124060869217, ""3"": 0.004093598108738661, ""4"": 0.04987023398280144, ""5"": 0.010701264254748821}",1,78,"{""1"": 1.611521867062038e-07, ""2"": 1.1052555315416157e-08, ""3"": 7.9155292098676e-08, ""4"": 0.00029137000092305243, ""5"": 0.999708354473114}","{""1"": 0.9263936877250671, ""2"": 0.00894124060869217, ""3"": 0.004093598108738661, ""4"": 0.04987023398280144, ""5"": 0.010701264254748821}",1,78,"{""1"": 1.6115295409235841e-07, ""2"": 1.1052555315416157e-08, ""3"": 7.9155292098676e-08, ""4"": 0.00029137000092305243, ""5"": 0.999708354473114}","{""1"": 0.9230899810791016, ""2"": 0.010113313794136047, ""3"": 0.004609495867043734, ""4"": 0.05090691149234772, ""5"": 0.01128027867525816}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I have read the news article and the summary. I will evaluate the summary based on the consistency metric.

The summary accurately reports the main facts from the article, including the location of the robbery, the description of the offender, and the amount stolen. The summary does not contain any factual errors that are not supported by the article.

I would rate the consistency of the summary as 5 out of 5. The summary is factually aligned with the article and does not contain any hallucinated facts.",1,76,"{""1"": 1.376606348912901e-07, ""2"": 2.6686729270863907e-08, ""3"": 2.8026312293150113e-07, ""4"": 0.0015978449955582619, ""5"": 0.9984018206596375}","{""1"": 0.9247013926506042, ""2"": 0.009725812822580338, ""3"": 0.0044877249747514725, ""4"": 0.05135929211974144, ""5"": 0.009725812822580338}",1,76,"{""1"": 1.376606348912901e-07, ""2"": 2.6686729270863907e-08, ""3"": 2.8026312293150113e-07, ""4"": 0.0015978449955582619, ""5"": 0.9984018206596375}","{""1"": 0.9247013926506042, ""2"": 0.009725812822580338, ""3"": 0.0044877249747514725, ""4"": 0.05135929211974144, ""5"": 0.009725812822580338}",1,76,"{""1"": 1.3766192807906918e-07, ""2"": 2.6686729270863907e-08, ""3"": 2.8026312293150113e-07, ""4"": 0.0015978449955582619, ""5"": 0.9984018206596375}","{""1"": 0.9224796891212463, ""2"": 0.010636109858751297, ""3"": 0.004868883639574051, ""4"": 0.05197910591959953, ""5"": 0.010036242194473743}"
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,5.0,"I've read the news article and the summary. Now, I'll evaluate the consistency of the summary.

The summary accurately reports the main facts from the article, including the description of the robber, the actions he took, and the amount of money stolen. The summary does not contain any factual errors that are not supported by the article.

Therefore, I would rate the consistency of the summary as 5 out of 5. The summary is factually aligned with the article and does not contain any hallucinated facts.",1,79,"{""1"": 1.444686006379925e-07, ""2"": 9.75470371145093e-09, ""3"": 6.718413914086341e-08, ""4"": 0.00020342692732810974, ""5"": 0.9997963309288025}","{""1"": 0.9077731370925903, ""2"": 0.011162467300891876, ""3"": 0.005397816188633442, ""4"": 0.061774738132953644, ""5"": 0.0138919148594141}",1,79,"{""1"": 1.444686006379925e-07, ""2"": 9.75470371145093e-09, ""3"": 6.718413914086341e-08, ""4"": 0.00020342692732810974, ""5"": 0.9997963309288025}","{""1"": 0.9077731370925903, ""2"": 0.011162467300891876, ""3"": 0.005397816188633442, ""4"": 0.061774738132953644, ""5"": 0.0138919148594141}",1,79,"{""1"": 1.4446928275901882e-07, ""2"": 9.75470371145093e-09, ""3"": 6.718413914086341e-08, ""4"": 0.00020342692732810974, ""5"": 0.9997963309288025}","{""1"": 0.9047488570213318, ""2"": 0.012330898083746433, ""3"": 0.0058936551213264465, ""4"": 0.06262480467557907, ""5"": 0.014401699416339397}"
